GridBinBig TS, Noftype1_, Noftype2_, Noftype3_, Noftype4_, Noftype5_, Noftype6_, Noftype7_, Noftype8_, Noftype9_, Noftype10_, Noftype11_, Noftype12_, Noftype13_, Noftype14_, Noftype15_, Noftype16_, TotAtoms
12471000, 30, 41, 26, 28, 12, 19, 14, 16, 10, 2, 5, 2, 0, 0, 0, 1, 206
12472000, 30, 38, 24, 26, 14, 18, 14, 16, 10, 1, 5, 1, 0, 0, 0, 1, 198
12473000, 33, 40, 20, 25, 14, 15, 15, 16, 8, 2, 3, 1, 1, 0, 0, 1, 194
12474000, 34, 38, 20, 24, 13, 15, 17, 15, 7, 2, 4, 1, 2, 0, 0, 1, 193
12475000, 35, 34, 17, 24, 13, 13, 14, 16, 8, 2, 3, 1, 3, 0, 0, 1, 184
12476000, 35, 32, 18, 25, 14, 15, 13, 13, 9, 4, 2, 1, 3, 0, 0, 1, 185
12477000, 36, 31, 20, 23, 19, 15, 15, 14, 10, 5, 1, 1, 3, 1, 0, 1, 195
12478000, 37, 33, 21, 23, 20, 15, 14, 13, 10, 6, 1, 1, 3, 3, 0, 1, 201
12479000, 39, 32, 20, 25, 18, 16, 13, 13, 10, 8, 2, 3, 3, 3, 0, 0, 205
12480000, 40, 31, 21, 22, 21, 17, 13, 13, 10, 8, 2, 3, 3, 3, 0, 0, 207
12481000, 40, 33, 21, 22, 20, 16, 16, 14, 11, 8, 3, 2, 3, 3, 0, 0, 212
12482000, 36, 33, 24, 21, 20, 18, 16, 14, 9, 9, 4, 3, 3, 3, 0, 0, 213
12483000, 38, 38, 24, 24, 22, 19, 13, 13, 9, 9, 4, 4, 2, 3, 0, 0, 222
12484000, 35, 38, 26, 27, 23, 21, 13, 13, 8, 10, 4, 4, 1, 3, 0, 0, 226
12485000, 36, 42, 26, 26, 24, 18, 12, 11, 10, 8, 4, 4, 1, 3, 0, 0, 225
12486000, 36, 41, 25, 25, 25, 21, 12, 12, 10, 8, 4, 4, 0, 3, 0, 0, 226
12487000, 35, 38, 25, 25, 24, 22, 12, 12, 10, 6, 3, 3, 0, 3, 0, 0, 218
12488000, 35, 40, 26, 23, 23, 24, 15, 13, 8, 6, 5, 3, 0, 2, 0, 0, 223
12489000, 30, 42, 27, 28, 23, 22, 17, 12, 7, 5, 6, 3, 0, 1, 0, 0, 223
12490000, 30, 48, 30, 29, 24, 21, 19, 13, 10, 3, 5, 3, 0, 1, 0, 0, 236
12491000, 33, 44, 26, 30, 20, 19, 16, 15, 11, 3, 3, 3, 0, 0, 0, 0, 223
12492000, 33, 40, 27, 29, 19, 20, 15, 16, 11, 3, 3, 1, 1, 0, 0, 0, 218
12493000, 32, 40, 26, 29, 18, 21, 16, 12, 10, 2, 3, 1, 1, 0, 0, 0, 211
12494000, 31, 36, 22, 30, 15, 19, 15, 12, 8, 2, 3, 1, 1, 0, 0, 0, 195
12495000, 31, 33, 24, 29, 16, 18, 15, 12, 9, 2, 3, 1, 2, 0, 0, 0, 195
12496000, 33, 34, 22, 25, 18, 20, 17, 16, 9, 4, 3, 1, 2, 0, 0, 0, 204
12497000, 33, 35, 22, 22, 18, 18, 16, 15, 8, 3, 3, 2, 3, 0, 0, 0, 198
12498000, 34, 35, 22, 24, 17, 15, 15, 16, 9, 3, 3, 2, 3, 0, 0, 0, 198
12499000, 36, 34, 24, 25, 16, 16, 14, 14, 10, 6, 3, 2, 3, 2, 0, 0, 205
12500000, 38, 33, 20, 26, 20, 16, 14, 15, 9, 6, 3, 3, 3, 2, 0, 0, 208
12501000, 36, 36, 21, 28, 21, 18, 14, 13, 9, 7, 3, 3, 3, 2, 0, 0, 214
12502000, 35, 36, 22, 26, 23, 20, 14, 15, 8, 7, 2, 3, 2, 2, 0, 0, 215
12503000, 38, 34, 23, 23, 25, 20, 13, 15, 11, 8, 4, 2, 2, 2, 0, 0, 220
12504000, 36, 36, 21, 23, 25, 19, 15, 16, 11, 8, 4, 3, 1, 2, 0, 0, 220
12505000, 35, 38, 24, 26, 25, 20, 16, 16, 11, 8, 4, 3, 1, 2, 0, 0, 229
12506000, 33, 38, 23, 30, 23, 24, 14, 15, 10, 9, 4, 3, 1, 3, 0, 0, 230
12507000, 36, 39, 21, 27, 21, 21, 13, 10, 8, 9, 4, 2, 0, 3, 0, 0, 214
12508000, 36, 38, 25, 25, 18, 22, 13, 12, 8, 8, 5, 2, 0, 3, 0, 0, 215
12509000, 33, 40, 23, 27, 18, 22, 13, 13, 8, 7, 5, 2, 0, 2, 0, 0, 213
12510000, 30, 42, 22, 26, 19, 21, 13, 14, 7, 7, 6, 2, 0, 2, 0, 0, 211
12511000, 29, 40, 24, 25, 16, 23, 13, 15, 9, 6, 5, 2, 0, 1, 0, 0, 208
12512000, 27, 37, 25, 26, 14, 19, 14, 15, 9, 4, 7, 1, 0, 1, 0, 0, 199
12513000, 29, 36, 26, 28, 15, 17, 13, 14, 9, 4, 5, 1, 1, 1, 0, 0, 199
12514000, 28, 38, 25, 26, 15, 18, 13, 13, 9, 3, 6, 0, 1, 1, 0, 0, 196
12515000, 34, 38, 27, 25, 14, 19, 14, 14, 9, 3, 5, 0, 2, 1, 0, 0, 205
12516000, 39, 37, 26, 26, 17, 17, 12, 14, 9, 2, 5, 0, 3, 1, 0, 0, 208
12517000, 38, 33, 24, 25, 18, 14, 14, 13, 8, 3, 5, 2, 3, 1, 0, 0, 201
12518000, 35, 32, 25, 25, 23, 15, 15, 9, 10, 3, 4, 2, 3, 1, 0, 0, 202
12519000, 35, 32, 28, 24, 23, 13, 16, 11, 10, 5, 4, 2, 3, 2, 0, 0, 208
12520000, 40, 32, 27, 25, 24, 17, 17, 11, 11, 4, 3, 2, 3, 1, 0, 1, 218
12521000, 44, 35, 28, 27, 26, 20, 16, 14, 11, 5, 3, 3, 3, 1, 0, 1, 237
12522000, 46, 37, 25, 29, 26, 21, 17, 13, 12, 5, 4, 3, 3, 1, 0, 1, 243
12523000, 47, 38, 23, 26, 26, 20, 15, 13, 9, 6, 3, 3, 3, 1, 0, 1, 234
12524000, 47, 38, 24, 28, 26, 19, 15, 10, 9, 7, 4, 3, 3, 1, 0, 1, 235
12525000, 43, 39, 20, 28, 25, 19, 18, 13, 9, 7, 3, 4, 2, 2, 0, 1, 233
12526000, 40, 37, 22, 26, 25, 21, 15, 14, 8, 7, 3, 4, 2, 2, 0, 1, 227
12527000, 37, 35, 21, 28, 20, 22, 16, 12, 8, 7, 3, 3, 1, 2, 0, 1, 216
12528000, 36, 40, 19, 29, 19, 25, 12, 13, 10, 9, 3, 3, 0, 2, 0, 1, 221
12529000, 38, 35, 21, 27, 21, 23, 14, 13, 10, 7, 3, 3, 0, 2, 0, 1, 218
12530000, 35, 34, 23, 27, 19, 23, 12, 15, 9, 8, 5, 3, 0, 2, 0, 1, 216
12531000, 32, 31, 22, 25, 15, 21, 12, 14, 8, 7, 5, 3, 0, 1, 0, 1, 197
12532000, 26, 34, 22, 28, 15, 21, 11, 16, 7, 8, 5, 3, 0, 2, 0, 1, 199
12533000, 28, 37, 24, 32, 20, 23, 12, 14, 6, 8, 4, 1, 0, 2, 0, 1, 212
12534000, 31, 40, 25, 32, 20, 20, 11, 16, 7, 8, 4, 1, 0, 2, 0, 1, 218
12535000, 32, 38, 26, 32, 17, 21, 13, 15, 10, 7, 5, 1, 0, 2, 0, 1, 220
12536000, 34, 38, 26, 35, 15, 17, 14, 14, 11, 5, 5, 1, 0, 2, 0, 1, 218
12537000, 31, 36, 25, 30, 17, 17, 14, 14, 9, 3, 5, 1, 2, 2, 0, 1, 207
12538000, 31, 36, 30, 28, 20, 17, 17, 16, 8, 2, 4, 1, 3, 2, 0, 1, 216
12539000, 34, 35, 32, 30, 20, 18, 21, 18, 8, 4, 4, 1, 3, 2, 0, 1, 231
12540000, 35, 41, 28, 30, 20, 17, 19, 18, 7, 5, 4, 1, 3, 3, 0, 1, 232
12541000, 33, 41, 26, 29, 20, 18, 18, 17, 9, 5, 3, 1, 3, 3, 0, 0, 226
12542000, 36, 43, 23, 28, 21, 19, 16, 16, 11, 5, 3, 1, 3, 2, 0, 0, 227
12543000, 40, 41, 24, 25, 22, 18, 16, 17, 11, 4, 3, 1, 3, 2, 0, 0, 227
12544000, 38, 39, 26, 24, 22, 18, 16, 16, 12, 4, 4, 1, 3, 1, 0, 0, 224
12545000, 37, 35, 25, 22, 22, 18, 15, 16, 10, 5, 2, 1, 3, 1, 0, 0, 212
12546000, 36, 37, 28, 23, 25, 18, 14, 14, 9, 6, 3, 2, 2, 1, 0, 0, 218
12547000, 38, 30, 26, 23, 23, 20, 14, 14, 11, 6, 3, 2, 1, 1, 0, 0, 212
12548000, 39, 33, 24, 26, 22, 20, 14, 15, 10, 6, 3, 3, 1, 1, 0, 0, 217
12549000, 41, 33, 24, 24, 19, 20, 10, 12, 10, 7, 2, 3, 1, 0, 0, 0, 206
12550000, 41, 31, 20, 22, 21, 22, 10, 11, 11, 8, 2, 3, 0, 0, 0, 0, 202
12551000, 38, 31, 22, 23, 20, 22, 11, 10, 11, 6, 3, 3, 0, 0, 0, 0, 200
12552000, 39, 32, 25, 25, 21, 19, 13, 11, 11, 6, 4, 3, 0, 0, 0, 0, 209
12553000, 40, 32, 26, 27, 19, 20, 10, 11, 10, 6, 4, 3, 0, 0, 0, 0, 208
12554000, 39, 34, 25, 27, 18, 17, 10, 11, 10, 8, 4, 3, 0, 0, 0, 0, 206
12555000, 37, 35, 24, 28, 20, 17, 11, 12, 9, 8, 3, 3, 0, 0, 0, 0, 207
12556000, 35, 38, 21, 26, 18, 17, 10, 13, 8, 6, 3, 3, 1, 2, 0, 0, 201
12557000, 36, 38, 22, 29, 22, 18, 11, 12, 9, 6, 3, 3, 1, 2, 0, 0, 212
12558000, 38, 36, 25, 34, 22, 19, 14, 12, 8, 5, 4, 2, 2, 3, 0, 1, 225
12559000, 30, 43, 25, 34, 21, 19, 16, 14, 7, 5, 4, 2, 2, 3, 0, 1, 226
12560000, 26, 44, 25, 31, 20, 20, 13, 14, 9, 4, 4, 1, 2, 2, 0, 1, 216
12561000, 27, 42, 22, 32, 22, 20, 14, 15, 9, 5, 4, 1, 3, 2, 0, 1, 219
12562000, 25, 43, 23, 31, 24, 22, 18, 15, 8, 5, 4, 1, 3, 2, 0, 1, 225
12563000, 25, 45, 25, 32, 22, 22, 16, 16, 8, 7, 4, 1, 3, 2, 0, 1, 229
12564000, 26, 46, 25, 28, 20, 20, 16, 14, 8, 5, 3, 1, 3, 2, 0, 1, 218
12565000, 27, 42, 23, 29, 19, 22, 16, 15, 8, 6, 3, 1, 3, 2, 0, 1, 217
12566000, 33, 40, 21, 27, 19, 23, 17, 17, 9, 6, 4, 1, 3, 2, 0, 1, 223
12567000, 32, 38, 22, 26, 17, 20, 16, 17, 9, 7, 3, 1, 2, 2, 0, 1, 213
12568000, 32, 34, 21, 24, 16, 20, 16, 16, 9, 6, 4, 1, 2, 3, 0, 1, 205
12569000, 33, 39, 20, 23, 18, 20, 16, 13, 13, 7, 4, 0, 1, 2, 0, 1, 210
12570000, 36, 39, 21, 24, 18, 21, 16, 14, 12, 9, 4, 2, 1, 2, 0, 1, 220
12571000, 37, 34, 25, 25, 16, 20, 16, 12, 12, 9, 4, 3, 1, 2, 0, 1, 217
12572000, 40, 31, 27, 28, 15, 18, 13, 12, 10, 7, 4, 3, 0, 2, 0, 1, 211
12573000, 43, 27, 27, 28, 17, 18, 14, 11, 11, 6, 5, 3, 0, 1, 0, 1, 212
12574000, 44, 24, 27, 28, 18, 21, 12, 10, 11, 6, 5, 3, 0, 1, 0, 0, 210
12575000, 43, 25, 27, 28, 20, 21, 12, 10, 11, 7, 5, 3, 0, 1, 0, 0, 213
12576000, 40, 27, 25, 28, 20, 20, 10, 11, 11, 6, 4, 3, 0, 1, 0, 0, 206
12577000, 40, 29, 24, 28, 21, 19, 8, 10, 9, 5, 5, 3, 0, 0, 0, 0, 201
12578000, 41, 31, 25, 28, 23, 17, 9, 14, 9, 5, 5, 4, 0, 0, 0, 0, 211
12579000, 38, 34, 27, 28, 23, 16, 9, 13, 9, 4, 4, 4, 1, 0, 0, 0, 210
12580000, 37, 35, 23, 27, 24, 15, 14, 11, 10, 3, 4, 4, 1, 0, 0, 0, 208
12581000, 37, 37, 23, 26, 24, 16, 13, 12, 9, 3, 3, 4, 1, 1, 0, 0, 209
12582000, 36, 41, 21, 24, 26, 17, 13, 12, 10, 4, 1, 3, 2, 1, 0, 0, 211
12583000, 33, 43, 19, 21, 24, 19, 12, 12, 9, 5, 2, 1, 2, 1, 0, 0, 203
12584000, 30, 45, 21, 24, 22, 18, 13, 14, 8, 5, 2, 1, 3, 1, 0, 0, 207
12585000, 29, 43, 21, 27, 22, 19, 15, 14, 7, 5, 2, 1, 3, 3, 0, 0, 211
12586000, 29, 44, 24, 29, 21, 19, 16, 14, 8, 6, 3, 1, 3, 3, 0, 0, 220
12587000, 32, 38, 22, 29, 21, 17, 19, 13, 9, 6, 3, 1, 3, 3, 0, 0, 216
12588000, 29, 38, 23, 25, 21, 17, 19, 11, 9, 6, 3, 1, 3, 3, 0, 0, 208
12589000, 25, 36, 27, 27, 17, 20, 20, 13, 10, 6, 2, 1, 3, 3, 0, 0, 210
12590000, 27, 38, 27, 28, 19, 18, 19, 16, 8, 8, 2, 0, 3, 3, 0, 1, 217
12591000, 31, 38, 28, 25, 20, 19, 18, 17, 9, 9, 3, 0, 3, 3, 0, 1, 224
12592000, 30, 38, 28, 26, 18, 17, 17, 14, 10, 8, 5, 1, 2, 3, 0, 1, 218
12593000, 32, 38, 26, 26, 20, 17, 18, 14, 9, 7, 6, 1, 2, 2, 0, 1, 219
12594000, 34, 36, 23, 26, 18, 14, 16, 14, 10, 7, 5, 3, 1, 2, 0, 1, 210
12595000, 35, 33, 22, 28, 17, 20, 14, 13, 11, 6, 5, 3, 1, 0, 0, 1, 209
12596000, 36, 29, 24, 25, 16, 18, 14, 13, 9, 4, 5, 3, 0, 0, 0, 1, 197
12597000, 34, 32, 25, 23, 17, 19, 12, 14, 8, 3, 5, 3, 0, 0, 0, 1, 196
12598000, 36, 33, 19, 24, 16, 18, 11, 14, 11, 4, 4, 3, 0, 0, 0, 1, 194
12599000, 39, 31, 21, 21, 17, 17, 11, 11, 11, 4, 4, 4, 0, 0, 0, 1, 192
12600000, 38, 30, 19, 26, 15, 16, 11, 10, 10, 4, 4, 4, 0, 0, 0, 1, 188
12601000, 38, 32, 20, 28, 19, 18, 10, 11, 9, 4, 4, 4, 0, 0, 0, 1, 198
12602000, 39, 34, 21, 28, 18, 18, 11, 11, 10, 4, 3, 4, 0, 0, 0, 1, 202
12603000, 41, 33, 21, 28, 20, 23, 11, 15, 10, 2, 2, 4, 0, 1, 0, 1, 212
12604000, 37, 37, 23, 28, 22, 21, 14, 14, 8, 2, 2, 4, 0, 1, 0, 1, 214
12605000, 33, 35, 23, 27, 21, 20, 16, 13, 7, 3, 2, 3, 2, 1, 0, 1, 207
12606000, 33, 36, 20, 29, 22, 23, 15, 12, 8, 5, 2, 2, 2, 1, 0, 1, 211
12607000, 37, 40, 21, 28, 21, 23, 15, 11, 7, 6, 2, 1, 2, 2, 0, 1, 217
12608000, 37, 40, 25, 28, 23, 23, 16, 13, 9, 7, 2, 1, 2, 3, 0, 0, 229
12609000, 35, 40, 27, 33, 21, 22, 14, 16, 9, 7, 1, 0, 2, 3, 0, 0, 230
12610000, 32, 38, 31, 33, 21, 22, 12, 16, 9, 7, 1, 0, 3, 3, 0, 0, 228
12611000, 28, 40, 28, 29, 22, 17, 14, 14, 9, 7, 2, 0, 3, 3, 0, 0, 216
12612000, 28, 40, 28, 28, 20, 18, 14, 14, 10, 7, 2, 0, 3, 3, 0, 0, 215
12613000, 30, 42, 25, 29, 21, 20, 16, 12, 10, 9, 3, 0, 3, 2, 0, 0, 222
12614000, 32, 40, 27, 27, 20, 19, 19, 12, 10, 9, 4, 0, 3, 2, 0, 0, 224
12615000, 36, 34, 26, 27, 16, 20, 18, 10, 12, 8, 5, 0, 3, 2, 0, 0, 217
12616000, 34, 31, 29, 28, 15, 20, 13, 11, 12, 8, 5, 1, 2, 2, 0, 0, 211
12617000, 36, 32, 26, 30, 16, 19, 13, 12, 12, 7, 5, 1, 1, 2, 0, 0, 212
12618000, 37, 37, 26, 27, 16, 15, 14, 15, 10, 6, 5, 1, 1, 0, 0, 0, 210
12619000, 34, 36, 19, 28, 16, 18, 14, 12, 11, 4, 6, 3, 1, 0, 0, 0, 202
12620000, 37, 34, 18, 27, 15, 22, 16, 11, 9, 4, 7, 3, 1, 0, 0, 1, 205
12621000, 35, 31, 18, 23, 16, 21, 16, 11, 8, 3, 7, 4, 1, 0, 0, 1, 195
12622000, 40, 34, 16, 22, 16, 21, 18, 14, 8, 3, 6, 4, 1, 1, 0, 1, 205
12623000, 41, 32, 19, 25, 17, 19, 16, 14, 7, 3, 4, 4, 0, 1, 0, 1, 203
12624000, 38, 31, 22, 27, 20, 18, 15, 17, 6, 3, 4, 4, 0, 1, 0, 1, 207
12625000, 37, 35, 22, 27, 23, 19, 17, 17, 7, 4, 4, 4, 0, 2, 0, 1, 219
12626000, 33, 35, 28, 28, 22, 18, 17, 15, 8, 4, 2, 4, 0, 2, 0, 1, 217
12627000, 30, 42, 26, 26, 22, 21, 17, 16, 6, 4, 3, 3, 2, 2, 0, 1, 221
12628000, 27, 38, 25, 20, 22, 20, 13, 18, 9, 6, 3, 3, 2, 2, 0, 0, 208
12629000, 24, 41, 26, 21, 21, 19, 14, 15, 10, 7, 2, 3, 2, 2, 0, 0, 207
12630000, 23, 37, 29, 25, 21, 17, 14, 15, 11, 7, 2, 3, 2, 2, 0, 0, 208
12631000, 26, 37, 31, 25, 23, 19, 13, 12, 11, 7, 3, 1, 2, 0, 0, 0, 210
12632000, 27, 38, 28, 29, 22, 18, 13, 12, 10, 8, 3, 1, 2, 0, 0, 0, 211
12633000, 28, 38, 28, 25, 22, 21, 13, 14, 9, 9, 3, 1, 2, 1, 0, 0, 214
12634000, 32, 38, 29, 26, 21, 22, 13, 13, 12, 12, 4, 0, 3, 1, 0, 0, 226
12635000, 35, 41, 31, 27, 19, 21, 14, 15, 12, 11, 4, 0, 3, 1, 0, 0, 234
12636000, 36, 36, 24, 27, 18, 19, 14, 14, 10, 10, 4, 0, 3, 1, 0, 0, 216
12637000, 34, 33, 23, 28, 19, 20, 14, 14, 9, 10, 4, 0, 2, 1, 0, 0, 211
12638000, 37, 28, 19, 26, 19, 20, 12, 14, 8, 8, 5, 0, 2, 2, 0, 0, 200
12639000, 42, 29, 19, 29, 20, 19, 13, 13, 5, 8, 6, 0, 1, 2, 0, 0, 206
12640000, 41, 33, 20, 28, 19, 20, 12, 14, 7, 7, 7, 1, 1, 3, 0, 0, 213
12641000, 43, 34, 18, 29, 16, 21, 11, 14, 7, 6, 6, 1, 1, 3, 0, 0, 210
12642000, 44, 32, 16, 30, 18, 22, 13, 14, 9, 6, 5, 2, 1, 3, 0, 0, 215
12643000, 41, 30, 17, 30, 19, 19, 13, 14, 8, 5, 4, 2, 1, 3, 0, 0, 206
12644000, 42, 30, 18, 31, 18, 21, 14, 12, 10, 5, 4, 2, 1, 2, 0, 0, 210
12645000, 35, 29, 18, 33, 18, 19, 15, 12, 11, 5, 4, 3, 0, 1, 0, 0, 203
12646000, 34, 31, 19, 32, 19, 19, 13, 13, 8, 5, 5, 3, 0, 1, 0, 0, 202
12647000, 34, 34, 24, 34, 20, 17, 13, 15, 8, 5, 4, 3, 0, 1, 0, 0, 212
12648000, 30, 33, 24, 32, 20, 18, 14, 14, 8, 5, 4, 3, 0, 1, 0, 0, 206
12649000, 29, 36, 23, 28, 23, 16, 17, 15, 10, 6, 3, 4, 1, 1, 0, 0, 212
12650000, 26, 39, 25, 28, 23, 18, 17, 16, 11, 8, 4, 4, 1, 1, 0, 0, 221
12651000, 27, 41, 24, 24, 24, 18, 16, 16, 12, 7, 5, 3, 2, 1, 0, 0, 220
12652000, 26, 41, 27, 21, 24, 20, 16, 17, 11, 7, 4, 3, 3, 2, 0, 0, 222
12653000, 29, 44, 30, 19, 23, 16, 16, 17, 11, 7, 4, 3, 3, 1, 0, 0, 223
12654000, 30, 43, 30, 20, 24, 16, 17, 19, 11, 6, 4, 3, 3, 1, 0, 0, 227
12655000, 26, 42, 26, 19, 24, 14, 17, 19, 9, 7, 4, 3, 3, 1, 0, 0, 214
12656000, 29, 37, 28, 21, 25, 16, 18, 19, 9, 7, 5, 3, 3, 1, 0, 0, 221
12657000, 32, 36, 27, 21, 24, 16, 16, 18, 10, 6, 4, 2, 3, 2, 0, 0, 217
12658000, 35, 39, 26, 22, 24, 20, 16, 15, 10, 7, 3, 2, 3, 2, 0, 0, 224
12659000, 37, 38, 27, 24, 24, 21, 14, 16, 9, 7, 4, 2, 3, 1, 0, 0, 227
12660000, 42, 39, 28, 24, 21, 20, 13, 13, 9, 6, 4, 2, 2, 1, 0, 0, 224
12661000, 41, 36, 24, 27, 19, 17, 13, 12, 11, 6, 4, 2, 2, 1, 0, 0, 215
12662000, 41, 36, 23, 26, 20, 16, 11, 11, 9, 5, 4, 2, 1, 1, 0, 0, 206
12663000, 38, 34, 21, 28, 19, 19, 10, 10, 8, 5, 4, 2, 0, 1, 0, 0, 199
12664000, 34, 29, 20, 31, 17, 20, 10, 9, 8, 5, 3, 1, 0, 1, 0, 0, 188
12665000, 37, 27, 22, 31, 16, 23, 10, 9, 8, 4, 4, 1, 0, 1, 0, 0, 193
12666000, 36, 35, 24, 33, 16, 23, 8, 10, 10, 5, 4, 1, 0, 2, 0, 0, 207
12667000, 35, 34, 20, 33, 17, 22, 10, 10, 8, 5, 4, 1, 0, 3, 0, 0, 202
12668000, 35, 32, 18, 30, 17, 21, 10, 9, 8, 5, 4, 1, 0, 3, 0, 0, 193
12669000, 31, 33, 19, 31, 15, 16, 11, 9, 10, 6, 3, 2, 0, 2, 0, 0, 188
12670000, 32, 31, 19, 29, 18, 16, 11, 9, 10, 6, 4, 2, 0, 2, 0, 0, 189
12671000, 29, 28, 20, 27, 20, 17, 14, 12, 9, 6, 3, 1, 0, 2, 0, 0, 188
12672000, 31, 32, 22, 28, 18, 19, 13, 13, 9, 6, 3, 1, 1, 2, 0, 0, 198
12673000, 30, 34, 26, 26, 18, 18, 15, 16, 8, 7, 3, 1, 1, 1, 0, 0, 204
12674000, 31, 35, 26, 25, 21, 17, 16, 15, 11, 7, 3, 2, 1, 1, 0, 0, 211
12675000, 31, 34, 26, 22, 23, 18, 17, 16, 10, 7, 3, 2, 3, 1, 0, 0, 213
12676000, 32, 35, 25, 22, 23, 19, 20, 14, 10, 8, 2, 2, 3, 1, 0, 0, 216
12677000, 32, 38, 29, 24, 22, 17, 17, 18, 11, 8, 2, 2, 3, 1, 0, 0, 224
12678000, 30, 41, 30, 29, 22, 18, 19, 20, 10, 9, 3, 3, 3, 1, 0, 0, 238
12679000, 30, 41, 28, 30, 25, 22, 18, 20, 9, 7, 3, 3, 3, 0, 0, 0, 239
12680000, 31, 41, 28, 28, 24, 21, 19, 22, 9, 7, 2, 3, 3, 1, 0, 0, 239
12681000, 35, 43, 28, 30, 26, 21, 19, 22, 10, 4, 3, 3, 3, 1, 0, 0, 248
12682000, 38, 45, 26, 28, 27, 20, 18, 19, 9, 4, 3, 4, 2, 2, 0, 0, 245
12683000, 38, 43, 26, 32, 26, 22, 18, 17, 8, 4, 4, 4, 2, 2, 0, 0, 246
12684000, 43, 43, 25, 31, 27, 20, 17, 15, 11, 5, 4, 3, 2, 2, 0, 0, 248
12685000, 48, 39, 22, 31, 23, 22, 17, 16, 11, 5, 4, 3, 2, 2, 0, 0, 245
12686000, 49, 39, 21, 32, 25, 20, 13, 13, 11, 5, 4, 2, 1, 2, 0, 0, 237
12687000, 42, 40, 23, 33, 18, 17, 12, 13, 10, 3, 3, 2, 0, 1, 0, 0, 217
12688000, 43, 36, 21, 32, 17, 18, 10, 11, 8, 2, 4, 2, 0, 1, 0, 0, 205
12689000, 41, 29, 18, 31, 17, 20, 12, 12, 8, 4, 5, 2, 0, 1, 0, 0, 200
12690000, 37, 27, 17, 28, 17, 18, 10, 8, 9, 4, 5, 2, 0, 1, 0, 0, 183
12691000, 33, 31, 19, 23, 17, 18, 10, 7, 10, 4, 5, 1, 0, 1, 0, 0, 179
12692000, 33, 29, 19, 23, 17, 15, 10, 8, 9, 6, 5, 1, 0, 1, 0, 0, 176
12693000, 33, 28, 19, 24, 16, 14, 9, 8, 8, 6, 4, 1, 1, 2, 0, 0, 173
12694000, 24, 28, 19, 24, 17, 14, 10, 7, 8, 6, 3, 1, 1, 2, 0, 0, 164
12695000, 22, 31, 18, 23, 15, 14, 8, 10, 8, 7, 3, 2, 2, 2, 0, 0, 165
12696000, 23, 31, 18, 20, 14, 14, 9, 12, 11, 7, 3, 1, 2, 2, 0, 0, 167
12697000, 25, 27, 21, 18, 18, 14, 9, 16, 12, 7, 2, 1, 2, 2, 0, 0, 174
12698000, 29, 30, 20, 21, 17, 14, 10, 16, 11, 7, 1, 1, 3, 2, 0, 0, 182
12699000, 28, 35, 19, 16, 19, 16, 12, 19, 10, 8, 1, 2, 3, 2, 0, 0, 190
12700000, 30, 36, 24, 19, 20, 18, 13, 17, 9, 7, 2, 2, 3, 1, 0, 0, 201
12701000, 33, 36, 24, 25, 22, 20, 15, 18, 10, 6, 3, 2, 3, 1, 0, 0, 218
12702000, 34, 40, 23, 25, 22, 22, 15, 19, 10, 6, 3, 2, 3, 1, 0, 0, 225
12703000, 33, 46, 25, 28, 21, 21, 18, 19, 10, 6, 3, 3, 3, 1, 0, 0, 237
12704000, 41, 45, 28, 31, 23, 21, 19, 18, 8, 5, 3, 3, 2, 1, 0, 0, 248
12705000, 40, 40, 28, 32, 24, 23, 19, 18, 8, 3, 4, 2, 1, 1, 0, 0, 243
12706000, 42, 40, 29, 32, 23, 24, 17, 17, 10, 3, 4, 2, 1, 1, 0, 0, 245
12707000, 42, 36, 28, 30, 22, 24, 19, 15, 10, 3, 5, 2, 0, 2, 0, 0, 238
12708000, 41, 38, 26, 33, 22, 25, 20, 14, 9, 3, 5, 3, 0, 2, 0, 0, 241
12709000, 40, 40, 26, 35, 20, 25, 19, 13, 10, 4, 6, 3, 0, 2, 0, 0, 243
12710000, 41, 40, 24, 33, 19, 21, 20, 13, 11, 6, 6, 3, 0, 2, 0, 0, 239
12711000, 39, 36, 24, 37, 21, 18, 18, 12, 11, 7, 5, 2, 0, 2, 0, 0, 232
12712000, 38, 32, 22, 38, 22, 17, 17, 10, 9, 5, 4, 2, 0, 2, 0, 0, 218
12713000, 41, 28, 24, 36, 19, 14, 17, 10, 9, 6, 4, 2, 0, 2, 0, 0, 212
12714000, 40, 26, 22, 31, 17, 14, 13, 11, 11, 7, 3, 2, 0, 1, 0, 0, 198
12715000, 38, 27, 20, 26, 17, 16, 11, 10, 12, 7, 3, 1, 2, 2, 0, 0, 192
12716000, 37, 30, 19, 26, 19, 17, 11, 11, 13, 9, 3, 2, 3, 1, 0, 0, 201
12717000, 35, 28, 18, 24, 20, 16, 11, 12, 12, 9, 3, 2, 3, 1, 0, 0, 194
12718000, 35, 29, 18, 22, 18, 14, 11, 13, 12, 8, 2, 2, 3, 1, 0, 0, 188
12719000, 33, 28, 19, 22, 19, 15, 12, 13, 12, 7, 2, 2, 3, 1, 0, 0, 188
12720000, 32, 31, 21, 21, 21, 16, 13, 12, 13, 7, 2, 1, 3, 1, 0, 0, 194
12721000, 29, 31, 23, 16, 21, 17, 10, 14, 11, 7, 2, 1, 3, 2, 0, 0, 187
12722000, 28, 35, 25, 14, 21, 18, 7, 15, 11, 3, 3, 1, 3, 2, 0, 0, 186
