dim_1,dim_2,dim_3,value
11,5,7,83782701.5205467939376831
11,5,8,73601558.9133583158254623
11,5,9,260048126.5518718957901001
11,5,10,144296397.677754670381546
11,5,11,217109578.7232421040534973
11,5,12,388820189.8951214551925659
11,5,13,457602474.0243138074874878
11,5,14,129755245.5902221500873566
11,5,15,31382523.6089823246002197
11,5,16,0
11,6,1,6259925.0864748582243919
11,6,2,16932138.2767699435353279
11,6,3,18633605.3186707608401775
11,6,4,27791569.9915960915386677
11,6,5,59913467.4408227130770683
11,6,6,6271642.6936792014166713
11,6,7,96400479.187886968255043
11,6,8,184666671.1587728559970856
11,6,9,120590010.6191290616989136
11,6,10,205093805.9468472898006439
11,6,11,255682698.2118971943855286
11,6,12,259867093.0184661149978638
11,6,13,104863529.8257327228784561
11,6,14,253280014.3831746280193329
11,6,15,43488281.2947562262415886
11,6,16,0
11,7,1,3607872.2921802033670247
11,7,2,11336464.5158045664429665
11,7,3,47173634.0704824849963188
11,7,4,24794942.7690460085868835
11,7,5,58248777.9770143181085587
11,7,6,179470841.7660535871982574
11,7,7,7868779.4277307502925396
11,7,8,194561330.5324318408966064
11,7,9,546136717.2112386226654053
11,7,10,236100412.096993625164032
11,7,11,189474525.519513875246048
11,7,12,293710254.5937067270278931
11,7,13,754921863.5721187591552734
11,7,14,151088967.1640618145465851
11,7,15,59082277.5435736700892448
11,7,16,0
11,8,1,4131320.3864801363088191
11,8,2,12443450.2854972556233406
11,8,3,60791703.2477488070726395
11,8,4,72090666.3527911305427551
11,8,5,76318320.2156242281198502
11,8,6,89977658.0026331692934036
11,8,7,86171912.1764753609895706
11,8,8,10298163.3991703558713198
11,8,9,420797563.5009375214576721
11,8,10,376573114.7455836534500122
11,8,11,658022579.3875845670700073
11,8,12,778796090.8339372873306274
11,8,13,262188278.4298453629016876
11,8,14,1136920476.2100222110748291
11,8,15,77150488.7913644760847092
11,8,16,0
11,9,1,7052556.597149295732379
11,9,2,26156159.3312915936112404
11,9,3,69208290.8945398479700089
11,9,4,103702265.8684249222278595
11,9,5,85029590.407993495464325
11,9,6,178945744.3938325345516205
11,9,7,83876996.7890492081642151
11,9,8,148637812.1397223174571991
11,9,9,11233537.7991297245025635
11,9,10,291283657.9052149653434753
11,9,11,995357451.0780928134918213
11,9,12,1003037204.9944870471954346
11,9,13,1216365508.2111620903015137
11,9,14,1462392422.707136869430542
11,9,15,101181393.5934655219316483
11,9,16,0
11,10,1,3249498.4901048354804516
11,10,2,19150833.695193737745285
11,10,3,30875191.4565914943814278
11,10,4,41203312.1303480938076973
11,10,5,108400959.3356465697288513
11,10,6,115439936.1981262415647507
11,10,7,342746906.0064222812652588
11,10,8,2532983987.3319363594055176
11,10,9,216146860.0375891327857971
11,10,10,12670115.8956513777375221
11,10,11,2173619414.4447188377380371
11,10,12,1355194330.1802523136138916
11,10,13,1579811997.7581648826599121
11,10,14,240053959.9727597236633301
11,10,15,177678326.210629016160965
11,10,16,0
11,11,1,5255639.9332239730283618
11,11,2,22048021.5237270630896091
11,11,3,40284275.3318272605538368
11,11,4,61906838.0676595568656921
11,11,5,179857511.2173179090023041
11,11,6,260724910.4044162333011627
11,11,7,128098816.7628955543041229
11,11,8,248606360.0849299728870392
11,11,9,105662451.4096557050943375
11,11,10,127597004.3006670325994492
11,11,11,8034918.4023086559027433
11,11,12,2228805133.4641976356506348
11,11,13,1973750304.7014839649200439
11,11,14,2626606679.114997386932373
11,11,15,235683251.5554830729961395
11,11,16,0
11,12,1,4852119.5398304909467697
11,12,2,40064224.5176124647259712
11,12,3,37057349.8359895795583725
11,12,4,81092900.6203830987215042
11,12,5,113683425.3114179968833923
11,12,6,147672536.1463456749916077
11,12,7,398756805.6032882332801819
11,12,8,576586128.1637022495269775
11,12,9,934805248.8049651384353638
11,12,10,2008203813.2548484802246094
11,12,11,2832914596.7748918533325195
11,12,12,16039260.5459740962833166
11,12,13,2309239383.2223811149597168
11,12,14,2906242609.4688630104064941
11,12,15,259478976.0497389733791351
11,12,16,0
11,13,1,10909664.8884861599653959
11,13,2,13916850.8382347449660301
11,13,3,24303409.9747844971716404
11,13,4,142044139.1347426474094391
11,13,5,65000111.3731265142560005
11,13,6,135250061.8574256598949432
11,13,7,438347499.5436533689498901
11,13,8,174135102.5561728179454803
11,13,9,899439993.8285248279571533
11,13,10,178258871.8428693115711212
11,13,11,1844259362.4608824253082275
11,13,12,2258384652.5340495109558105
11,13,13,11362934.6552066709846258
11,13,14,3501802561.4315938949584961
11,13,15,382945607.2315795421600342
11,13,16,0
11,14,1,6147462.5019501866772771
11,14,2,16769440.6573207229375839
11,14,3,29461252.9169091135263443
11,14,4,71867771.0553940236568451
11,14,5,235732675.2203013002872467
11,14,6,121980574.904681608080864
11,14,7,146037881.4296856224536896
11,14,8,716038022.199320912361145
11,14,9,175325231.0987704694271088
11,14,10,1433319130.4095327854156494
11,14,11,1819595350.7582805156707764
11,14,12,2143089570.201622486114502
11,14,13,2929202555.33099365234375
11,14,14,16659319.8184718936681747
11,14,15,1306430977.402184009552002
11,14,16,0
11,15,1,5691677.0825358824804425
11,15,2,24216753.8689028918743134
11,15,3,93996879.0739035755395889
11,15,4,156969229.3065559566020966
11,15,5,88400351.9746862649917603
11,15,6,110327243.5223843157291412
11,15,7,47056417.6948710456490517
11,15,8,139410152.012706995010376
11,15,9,162600532.0264182090759277
11,15,10,1571673683.2572782039642334
11,15,11,2059827079.1371185779571533
11,15,12,2364352898.1510000228881836
11,15,13,3039741203.4338345527648926
11,15,14,5299021071.021388053894043
11,15,15,43243209.6682049855589867
11,15,16,0
11,16,1,0
11,16,2,0
11,16,3,0
11,16,4,0
11,16,5,0
11,16,6,0
11,16,7,0
11,16,8,0
11,16,9,0
11,16,10,0
11,16,11,0
11,16,12,0
11,16,13,0
11,16,14,0
11,16,15,0
11,16,16,0
12,1,1,49672.5075418513006298
12,1,2,1050536.1554187156725675
12,1,3,3365373.2890277290716767
12,1,4,4651539.6787184895947576
12,1,5,3954065.7168309576809406
12,1,6,8656577.1116052474826574
12,1,7,16371883.3882251158356667
12,1,8,12255740.5359394438564777
12,1,9,17217886.4181088991463184
12,1,10,20600132.1759781017899513
12,1,11,18149339.1355941742658615
12,1,12,31143017.8964202776551247
12,1,13,32200976.1781928539276123
12,1,14,32552610.8214143551886082
12,1,15,3368685.1808710736222565
12,1,16,0
12,2,1,920385.7028055463451892
12,2,2,520900.496676133130677
12,2,3,6567736.189304200001061
12,2,4,9919131.5581664238125086
12,2,5,11566203.2454870156943798
12,2,6,16486836.181547287851572
12,2,7,21229393.1754024364054203
12,2,8,24271281.7975301183760166
12,2,9,35630615.0747822970151901
12,2,10,39694789.7581227570772171
12,2,11,27783031.9012782350182533
12,2,12,55798385.6298841536045074
12,2,13,31838012.7689470164477825
12,2,14,80566643.6078025549650192
12,2,15,7959400.3315762234851718
12,2,16,0
12,3,1,1610863.8478838293813169
12,3,2,9997334.2680492773652077
12,3,3,1576628.199085018131882
12,3,4,15086762.0654598083347082
12,3,5,16395784.4536837544292212
12,3,6,37719281.5217938125133514
12,3,7,32828889.4385081380605698
12,3,8,173581448.9661720991134644
12,3,9,35911983.7658223360776901
12,3,10,114160511.832853764295578
12,3,11,120283862.3282901346683502
12,3,12,128206772.3914436846971512
12,3,13,225874067.3185823559761047
12,3,14,261220726.5149020552635193
12,3,15,4014734.9722321825101972
12,3,16,0
12,4,1,1456737.0059373003896326
12,4,2,6758957.9733269521966577
12,4,3,17428486.4984592609107494
12,4,4,2913153.101017015054822
12,4,5,26588906.903920840471983
12,4,6,62079649.6410039439797401
12,4,7,85405957.5266339331865311
12,4,8,445752122.818287193775177
12,4,9,88801547.3878172338008881
12,4,10,101004795.5395289212465286
12,4,11,80655264.8015028238296509
12,4,12,180245202.2719893157482147
12,4,13,118022917.1671054512262344
12,4,14,183602317.724400520324707
12,4,15,22178641.5455611571669579
12,4,16,0
12,5,1,2834004.977546758018434
12,5,2,9063093.0064520686864853
12,5,3,15206349.1180650144815445
12,5,4,31720921.9072767235338688
12,5,5,3983484.4543222677893937
12,5,6,86369825.3837135583162308
12,5,7,83782707.0549529492855072
12,5,8,73601563.3026888519525528
12,5,9,260048123.0341282784938812
12,5,10,144296395.2772031128406525
12,5,11,217109568.562034398317337
12,5,12,388820145.6357795596122742
12,5,13,457602421.7813326716423035
12,5,14,129755251.1921764016151428
12,5,15,31382519.7462367080152035
12,5,16,0
12,6,1,6259925.482810883782804
12,6,2,16932139.2147323116660118
12,6,3,18633606.0244371183216572
12,6,4,27791571.0506697222590446
12,6,5,59913471.1780292764306068
12,6,6,6271643.1099669467657804
12,6,7,96400487.061847448348999
12,6,8,184666693.6793442666530609
12,6,9,120590015.5894657820463181
12,6,10,205093800.6865041553974152
12,6,11,255682689.0480638444423676
12,6,12,259867088.3506304025650024
12,6,13,104863535.5422094315290451
12,6,14,253280019.3054177165031433
12,6,15,43488275.6044910475611687
12,6,16,0
12,7,1,3607872.4470453304238617
12,7,2,11336464.92201410792768
12,7,3,47173637.0961334854364395
12,7,4,24794943.6826025769114494
12,7,5,58248781.1881659030914307
12,7,6,179470863.8180703520774841
12,7,7,7868779.9815713567659259
12,7,8,194561363.3332676589488983
12,7,9,546136761.7747300863265991
12,7,10,236100411.1968566179275513
12,7,11,189474530.4668595194816589
12,7,12,293710253.8914361596107483
12,7,13,754921775.3713445663452148
12,7,14,151088976.581832617521286
12,7,15,59082269.5361286774277687
12,7,16,0
12,8,1,4131320.5612527006305754
12,8,2,12443450.7157391216605902
12,8,3,60791707.3723198249936104
12,8,4,72090671.2480025142431259
12,8,5,76318325.3818807601928711
12,8,6,89977665.3141593933105469
12,8,7,86171919.5202366262674332
12,8,8,10298164.2126652710139751
12,8,9,420797664.2111782431602478
12,8,10,376573124.6438812017440796
12,8,11,658022507.6008379459381104
12,8,12,778796001.2948715686798096
12,8,13,262188289.9202609956264496
12,8,14,1136920343.0983190536499023
12,8,15,77150477.1805587708950043
12,8,16,0
12,9,1,7052556.9603267256170511
12,9,2,26156160.6711497865617275
12,9,3,69208295.3435900509357452
12,9,4,103702273.512623518705368
12,9,5,85029596.4648217856884003
12,9,6,178945766.8557668924331665
12,9,7,83877004.4129201173782349
12,9,8,148637843.6869921982288361
12,9,9,11233538.8857477270066738
12,9,10,291283706.3215789198875427
12,9,11,995357373.8601835966110229
12,9,12,1003037091.6131199598312378
12,9,13,1216365369.9268271923065186
12,9,14,1462392247.6052620410919189
12,9,15,101181377.803947240114212
12,9,16,0
12,10,1,3249498.5313879256136715
12,10,2,19150833.1566576771438122
12,10,3,30875191.2949852272868156
12,10,4,41203312.8539333045482635
12,10,5,108400956.5709004700183868
12,10,6,115439938.5278927981853485
12,10,7,342746926.4968533515930176
12,10,8,2532984279.452519416809082
12,10,9,216146914.3273041844367981
12,10,10,12670117.3537672571837902
12,10,11,2173619439.868340015411377
12,10,12,1355194201.9271111488342285
12,10,13,1579811837.8818070888519287
12,10,14,240053982.7560088038444519
12,10,15,177678301.6825552880764008
12,10,16,0
12,11,1,5255639.7891687108203769
12,11,2,22048020.7880273014307022
12,11,3,40284274.2970907986164093
12,11,4,61906837.0833122506737709
12,11,5,179857491.1812062859535217
12,11,6,260724881.3878884017467499
12,11,7,128098820.1439348161220551
12,11,8,248606372.5617125928401947
12,11,9,105662464.3480638116598129
12,11,10,127597021.101446658372879
12,11,11,8034919.2357625206932425
12,11,12,2228805050.720578670501709
12,11,13,1973750123.0572676658630371
12,11,14,2626606434.9309897422790527
12,11,15,235683218.5219437479972839
12,11,16,0
12,12,1,4852119.5062096752226353
12,12,2,40064220.1319170668721199
12,12,3,37057349.6452289000153542
12,12,4,81092897.5337029695510864
12,12,5,113683422.1353230476379395
12,12,6,147672534.0340728759765625
12,12,7,398756759.6583220958709717
12,12,8,576586063.8884778022766113
12,12,9,934805181.6177903413772583
12,12,10,2008203812.4445195198059082
12,12,11,2832914623.2550511360168457
12,12,12,16039262.1019025929272175
12,12,13,2309239161.2825446128845215
12,12,14,2906242284.2138638496398926
12,12,15,259478936.5832119882106781
12,12,16,0
12,13,1,10909663.6959893275052309
12,13,2,13916851.2495021317154169
12,13,3,24303410.8585349097847939
12,13,4,142044123.4100456833839417
12,13,5,65000113.5367182195186615
12,13,6,135250062.6807061731815338
12,13,7,438347448.8117661476135254
12,13,8,174135112.0407623648643494
12,13,9,899439905.5203304290771484
12,13,10,178258889.5056529939174652
12,13,11,1844259212.8375256061553955
12,13,12,2258384454.5937085151672363
12,13,13,11362935.7484167516231537
12,13,14,3501802127.0644330978393555
12,13,15,382945545.242483377456665
12,13,16,0
12,14,1,6147462.4115789392963052
12,14,2,16769441.0272068437188864
12,14,3,29461253.7885516434907913
12,14,4,71867770.8501932471990585
12,14,5,235732648.6751491129398346
12,14,6,121980577.5470638275146484
12,14,7,146037886.4676268994808197
12,14,8,716037942.304411768913269
12,14,9,175325245.9778485298156738
12,14,10,1433318997.035883903503418
12,14,11,1819595155.4300858974456787
12,14,12,2143089317.2971916198730469
12,14,13,2929202205.925562858581543
12,14,14,16659321.3844007384032011
12,14,15,1306430794.7631845474243164
12,14,16,0
12,15,1,5691677.0591795267537236
12,15,2,24216753.6110167242586613
12,15,3,93996868.7224174439907074
12,15,4,156969211.8089521527290344
12,15,5,88400353.5198993235826492
12,15,6,110327246.9180940091609955
12,15,7,47056420.8524257764220238
12,15,8,139410162.7867238819599152
12,15,9,162600548.2576402425765991
12,15,10,1571673537.9290580749511719
12,15,11,2059826850.7996852397918701
12,15,12,2364352603.5152473449707031
12,15,13,3039740796.1226716041564941
12,15,14,5299020316.1615028381347656
12,15,15,43243212.3201589956879616
12,15,16,0
12,16,1,0
12,16,2,0
12,16,3,0
12,16,4,0
12,16,5,0
12,16,6,0
12,16,7,0
12,16,8,0
12,16,9,0
12,16,10,0
12,16,11,0
12,16,12,0
12,16,13,0
12,16,14,0
12,16,15,0
12,16,16,0
13,1,1,49672.5105645340518095
13,1,2,1050536.1954109577927738
13,1,3,3365373.4755189432762563
13,1,4,4651539.9099558666348457
13,1,5,3954065.8437213622964919
13,1,6,8656577.5043200328946114
13,1,7,16371884.3200071100145578
13,1,8,12255741.008816085755825
13,1,9,17217885.9889844283461571
13,1,10,20600131.3686949759721756
13,1,11,18149339.09651705250144
13,1,12,31143016.4196962229907513
13,1,13,32200975.1785831414163113
13,1,14,32552610.3404409401118755
13,1,15,3368684.8118455461226404
13,1,16,0
13,2,1,920385.7509818930411711
13,2,2,520900.5277858941117302
13,2,3,6567736.5167495049536228
13,2,4,9919132.0231950972229242
13,2,5,11566203.6876292154192924
13,2,6,16486836.827695969492197
13,2,7,21229393.9953072816133499
13,2,8,24271282.6688968166708946
13,2,9,35630614.5876045376062393
13,2,10,39694789.1602820456027985
13,2,11,27783032.8084355071187019
13,2,12,55798384.8698359504342079
13,2,13,31838014.1241773180663586
13,2,14,80566641.8807607144117355
13,2,15,7959399.4484962895512581
13,2,16,0
13,3,1,1610863.9318687808699906
13,3,2,9997334.897920548915863
13,3,3,1576628.2951290265191346
13,3,4,15086762.7050874959677458
13,3,5,16395785.0063155349344015
13,3,6,37719283.4568446129560471
13,3,7,32828890.6850084364414215
13,3,8,173581461.9949503242969513
13,3,9,35911984.8462625443935394
13,3,10,114160502.5120028108358383
13,3,11,120283854.9091856479644775
13,3,12,128206766.3957319855690002
13,3,13,225874042.3279679715633392
13,3,14,261220697.4956143498420715
13,3,15,4014735.1056088861078024
13,3,16,0
13,4,1,1456737.05763098760508
13,4,2,6758958.2471268977969885
13,4,3,17428487.4026387743651867
13,4,4,2913153.2844095728360116
13,4,5,26588907.9221476428210735
13,4,6,62079653.4013154283165932
13,4,7,85405963.2337387949228287
13,4,8,445752156.1669096350669861
13,4,9,88801547.492780402302742
13,4,10,101004794.4673912674188614
13,4,11,80655266.9976718723773956
13,4,12,180245195.2251253724098206
13,4,13,118022919.8276001811027527
13,4,14,183602316.7365745007991791
13,4,15,22178638.9202125705778599
13,4,16,0
13,5,1,2834005.1155624235980213
13,5,2,9063093.3787266742438078
13,5,3,15206349.6891590915620327
13,5,4,31720923.4686105400323868
13,5,5,3983484.7126011792570353
13,5,6,86369831.8870312869548798
13,5,7,83782712.5891342461109161
13,5,8,73601567.6918888688087463
13,5,9,260048119.5164058208465576
13,5,10,144296392.8766284584999084
13,5,11,217109558.4007937908172607
13,5,12,388820101.3763925433158875
13,5,13,457602369.5382940173149109
13,5,14,129755256.7941127121448517
13,5,15,31382515.8834870010614395
13,5,16,0
13,6,1,6259925.8791276589035988
13,6,2,16932140.1526384055614471
13,6,3,18633606.7301611863076687
13,6,4,27791572.1096899881958961
13,6,5,59913474.9151095673441887
13,6,6,6271643.5262540560215712
13,6,7,96400494.9356827884912491
13,6,8,184666716.1994311809539795
13,6,9,120590020.5597216635942459
13,6,10,205093795.4261093437671661
13,6,11,255682679.8841695487499237
13,6,12,259867083.6827363669872284
13,6,13,104863541.258667454123497
13,6,14,253280024.2276014685630798
13,6,15,43488269.9142149984836578
13,6,16,0
13,7,1,3607872.6019000550732017
13,7,2,11336465.3281988594681025
13,7,3,47173640.1216289699077606
13,7,4,24794944.5961365327239037
13,7,5,58248784.3991830199956894
13,7,6,179470885.8702030777931213
13,7,7,7868780.5354108847677708
13,7,8,194561396.1342297494411469
13,7,9,546136806.3392820358276367
13,7,10,236100410.2966888546943665
13,7,11,189474535.4141760766506195
13,7,12,293710253.1891146898269653
13,7,13,754921687.1704558134078979
13,7,14,151088985.9995817244052887
13,7,15,59082261.5286688581109047
13,7,16,0
13,8,1,4131320.7360135302878916
13,8,2,12443451.1459564287215471
13,8,3,60791711.4966951310634613
13,8,4,72090676.1429743766784668
13,8,5,76318330.5479247868061066
13,8,6,89977672.625494658946991
13,8,7,86171926.8639396876096725
13,8,8,10298165.0261576902121305
13,8,9,420797764.9255794882774353
13,8,10,376573134.5426934361457825
13,8,11,658022435.8141903877258301
13,8,12,778795911.7559648752212524
13,8,13,262188301.4107024371623993
13,8,14,1136920209.9868941307067871
13,8,15,77150465.569759264588356
13,8,16,0
13,9,1,7052557.3234820673242211
13,9,2,26156162.0109261870384216
13,9,3,69208299.7924304455518723
13,9,4,103702281.1564955711364746
13,9,5,85029602.5214172750711441
13,9,6,178945789.3171973526477814
13,9,7,83877012.0366916656494141
13,9,8,148637875.2341059446334839
13,9,9,11233539.9723669197410345
13,9,10,291283754.7380489706993103
13,9,11,995357296.6412146091461182
13,9,12,1003036978.2314190864562988
13,9,13,1216365231.6421172618865967
13,9,14,1462392072.5028526782989502
13,9,15,101181362.0143934041261673
13,9,16,0
13,10,1,3249498.572670946829021
13,10,2,19150832.6181213073432446
13,10,3,30875191.1333767883479595
13,10,4,41203313.5775126069784164
13,10,5,108400953.806124210357666
13,10,6,115439940.8576004803180695
13,10,7,342746946.9873021841049194
13,10,8,2532984571.5810689926147461
13,10,9,216146968.6172460913658142
13,10,10,12670118.8118883445858955
13,10,11,2173619465.291327953338623
13,10,12,1355194073.6739366054534912
13,10,13,1579811678.0057549476623535
13,10,14,240054005.53928142786026
13,10,15,177678277.1544696688652039
13,10,16,0
13,11,1,5255639.6451134402304888
13,11,2,22048020.0523273982107639
13,11,3,40284273.2623528987169266
13,11,4,61906836.0989597737789154
13,11,5,179857471.1450736522674561
13,11,6,260724852.3713136613368988
13,11,7,128098823.5249359160661697
13,11,8,248606385.0384308397769928
13,11,9,105662477.2865095436573029
13,11,10,127597037.9022665917873383
13,11,11,8034920.0692164916545153
13,11,12,2228804967.976682186126709
13,11,13,1973749941.4133293628692627
13,11,14,2626606190.7475576400756836
13,11,15,235683185.4884483814239502
13,11,16,0
13,12,1,4852119.4725888082757592
13,12,2,40064215.7462230324745178
13,12,3,37057349.4544667080044746
13,12,4,81092894.4470169693231583
13,12,5,113683418.9592116475105286
13,12,6,147672531.921766459941864
13,12,7,398756713.7132158279418945
13,12,8,576585999.6130460500717163
13,12,9,934805114.4303711652755737
13,12,10,2008203811.6340568065643311
13,12,11,2832914649.7351727485656738
13,12,12,16039263.6578310579061508
13,12,13,2309238939.3427248001098633
13,12,14,2906241958.9589600563049316
13,12,15,259478897.1167092323303223
13,12,16,0
13,13,1,10909662.5034929607063532
13,13,2,13916851.6607690453529358
13,13,3,24303411.7422839291393757
13,13,4,142044107.6853418350219727
13,13,5,65000115.7003012746572495
13,13,6,135250063.5039563477039337
13,13,7,438347398.0797210931777954
13,13,8,174135121.5253157317638397
13,13,9,899439817.2123197317123413
13,13,10,178258907.1684559285640717
13,13,11,1844259063.2141678333282471
13,13,12,2258384256.6532182693481445
13,13,13,11362936.8416267931461334
13,13,14,3501801692.6972665786743164
13,13,15,382945483.2533932328224182
13,13,16,0
13,14,1,6147462.3212076537311077
13,14,2,16769441.3970924559980631
13,14,3,29461254.6601925604045391
13,14,4,71867770.6449861526489258
13,14,5,235732622.1299675405025482
13,14,6,121980580.1894201636314392
13,14,7,146037891.5055261552333832
13,14,8,716037862.4092594385147095
13,14,9,175325260.8569508492946625
13,14,10,1433318863.6625642776489258
13,14,11,1819594960.1019983291625977
13,14,12,2143089064.3927986621856689
13,14,13,2929201856.5201559066772461
13,14,14,16659322.9503296241164207
13,14,15,1306430612.1241872310638428
13,14,16,0
13,15,1,5691677.0358231049031019
13,15,2,24216753.3531301245093346
13,15,3,93996858.3709320425987244
13,15,4,156969194.3113436698913574
13,15,5,88400355.0651003271341324
13,15,6,110327250.3137806802988052
13,15,7,47056424.0099712908267975
13,15,8,139410173.5607236623764038
13,15,9,162600564.4888921678066254
13,15,10,1571673392.6012370586395264
13,15,11,2059826622.4622461795806885
13,15,12,2364352308.8794574737548828
13,15,13,3039740388.8114943504333496
13,15,14,5299019561.301539421081543
13,15,15,43243214.97211092710495
13,15,16,0
13,16,1,0
13,16,2,0
13,16,3,0
13,16,4,0
13,16,5,0
13,16,6,0
13,16,7,0
13,16,8,0
13,16,9,0
13,16,10,0
13,16,11,0
13,16,12,0
13,16,13,0
13,16,14,0
13,16,15,0
13,16,16,0
14,1,1,49672.5135872147293412
14,1,2,1050536.2354005514644086
14,1,3,3365373.66199895972386
14,1,4,4651540.1411783052608371
14,1,5,3954065.9706051610410213
14,1,6,8656577.8970086593180895
14,1,7,16371885.2517344355583191
14,1,8,12255741.4816617034375668
14,1,9,17217885.5598531737923622
14,1,10,20600130.5614119097590446
14,1,11,18149339.0574396662414074
14,1,12,31143014.9429723545908928
14,1,13,32200974.1789734214544296
14,1,14,32552609.8594672195613384
14,1,15,3368684.4428201606497169
14,1,16,0
14,2,1,920385.7991552145686001
14,2,2,520900.5588956333231181
14,2,3,6567736.8441737378016114
14,2,4,9919132.4881931710988283
14,2,5,11566204.1297427657991648
14,2,6,16486837.4738029502332211
14,2,7,21229394.815160796046257
14,2,8,24271283.5402145870029926
14,2,9,35630614.1004136875271797
14,2,10,39694788.5624404102563858
14,2,11,27783033.715591698884964
14,2,12,55798384.1097865179181099
14,2,13,31838015.4794062711298466
14,2,14,80566640.1537172794342041
14,2,15,7959398.5654165707528591
14,2,16,0
14,3,1,1610864.0158484471030533
14,3,2,9997335.5277607068419456
14,3,3,1576628.3911729662213475
14,3,4,15086763.3446736205369234
14,3,5,16395785.5589190497994423
14,3,6,37719285.3917771279811859
14,3,7,32828891.9314427077770233
14,3,8,173581475.0233247578144073
14,3,9,35911985.9266976714134216
14,3,10,114160493.1911496967077255
14,3,11,120283847.4900771081447601
14,3,12,128206760.40001580119133
14,3,13,225874017.3373515605926514
14,3,14,261220668.4763254225254059
14,3,15,4014735.2389853531494737
14,3,16,0
14,4,1,1456737.1093213986605406
14,4,2,6758958.5209085661917925
14,4,3,17428488.3067624233663082
14,4,4,2913153.4678019806742668
14,4,5,26588908.9403208009898663
14,4,6,62079657.1614274233579636
14,4,7,85405968.9405640959739685
14,4,8,445752189.5152488350868225
14,4,9,88801547.5977007299661636
14,4,10,101004793.395243912935257
14,4,11,80655269.1938333511352539
14,4,12,180245188.1782468557357788
14,4,13,118022922.488084003329277
14,4,14,183602315.7487322092056274
14,4,15,22178636.2948628030717373
14,4,16,0
14,5,1,2834005.2535690860822797
14,5,2,9063093.7509764935821295
14,5,3,15206350.2602179478853941
14,5,4,31720925.0298553891479969
14,5,5,3983484.9708798453211784
14,5,6,86369838.3901626020669937
14,5,7,83782718.1230905950069427
14,5,8,73601572.0809584408998489
14,5,9,260048115.9987038671970367
14,5,10,144296390.4760311543941498
14,5,11,217109548.2395198941230774
14,5,12,388820057.1169599890708923
14,5,13,457602317.2951982617378235
14,5,14,129755262.3960312604904175
14,5,15,31382512.0207332596182823
14,5,16,0
14,6,1,6259926.275425179861486
14,6,2,16932141.0904881656169891
14,6,3,18633607.4358429238200188
14,6,4,27791573.1686569079756737
14,6,5,59913478.6520637422800064
14,6,6,6271643.9425405357033014
14,6,7,96400502.8093930631875992
14,6,8,184666738.7190333008766174
14,6,9,120590025.5298968255519867
14,6,10,205093790.1656619906425476
14,6,11,255682670.7202139794826508
14,6,12,259867079.0147837400436401
14,6,13,104863546.975106880068779
14,6,14,253280029.1497258245944977
14,6,15,43488264.2239280566573143
14,6,16,0
14,7,1,3607872.7567443833686411
14,7,2,11336465.7343588247895241
14,7,3,47173643.1469691172242165
14,7,4,24794945.5096479170024395
14,7,5,58248787.6100658774375916
14,7,6,179470907.9224523305892944
14,7,7,7868781.0892493445426226
14,7,8,194561428.9353188276290894
14,7,9,546136850.9048939943313599
14,7,10,236100409.3964899182319641
14,7,11,189474540.3614633977413177
14,7,12,293710252.4867415428161621
14,7,13,754921598.9694522619247437
14,7,14,151088995.4173091650009155
14,7,15,59082253.5211942195892334
14,7,16,0
14,8,1,4131320.9107626280747354
14,8,2,12443451.576149171218276
14,8,3,60791715.6208745986223221
14,8,4,72090681.0377065688371658
14,8,5,76318335.7137564420700073
14,8,6,89977679.936639204621315
14,8,7,86171934.2075843960046768
14,8,8,10298165.8396476022899151
14,8,9,420797865.6441403031349182
14,8,10,376573144.4420209527015686
14,8,11,658022364.0276415348052979
14,8,12,778795822.2172178030014038
14,8,13,262188312.9011702537536621
14,8,14,1136920076.8757493495941162
14,8,15,77150453.9589661806821823
14,8,16,0
14,9,1,7052557.6866153199225664
14,9,2,26156163.35062076151371
14,9,3,69208304.2410607486963272
14,9,4,103702288.8000409752130508
14,9,5,85029608.577780082821846
14,9,6,178945811.7781236469745636
14,9,7,83877019.6603634804487228
14,9,8,148637906.7810634970664978
14,9,9,11233541.0589872468262911
14,9,10,291283803.1546245813369751
14,9,11,995357219.4211852550506592
14,9,12,1003036864.8493838310241699
14,9,13,1216365093.357036828994751
14,9,14,1462391897.3999097347259521
14,9,15,101181346.2248039096593857
14,9,16,0
14,10,1,3249498.6139538986608386
14,10,2,19150832.0795845910906792
14,10,3,30875190.9717661328613758
14,10,4,41203314.3010858967900276
14,10,5,108400951.0413179099559784
14,10,6,115439943.187249168753624
14,10,7,342746967.4777683615684509
14,10,8,2532984863.7175793647766113
14,10,9,216147022.9074152112007141
14,10,10,12670120.2700146846473217
14,10,11,2173619490.7136855125427246
14,10,12,1355193945.4207234382629395
14,10,13,1579811518.1300067901611328
14,10,14,240054028.3225778341293335
14,10,15,177678252.6263728737831116
14,10,16,0
14,11,1,5255639.5010581593960524
14,11,2,22048019.3166273050010204
14,11,3,40284272.2276135385036469
14,11,4,61906835.1146021708846092
14,11,5,179857451.1089200079441071
14,11,6,260724823.354692280292511
14,11,7,128098826.9058988690376282
14,11,8,248606397.5150851905345917
14,11,9,105662490.2249930799007416
14,11,10,127597054.703127458691597
14,11,11,8034920.9026705473661423
14,11,12,2228804885.2325048446655273
14,11,13,1973749759.7696657180786133
14,11,14,2626605946.564694881439209
14,11,15,235683152.4549969434738159
14,11,16,0
